dataset,desired_class,overall_seed,fold_idx,test_sample_idx,rep_idx,x,pred_class_x,true_class_x,z,pred_class_z,check_plausibility,opt_C_robust,opt_K_robust,run_time,blackbox_test_acc,blackbox,gower_dist,loss,sparsity
compas,0,42,3,336,4,"[25, 1, 0, 5, 118, 0, 0, 0, 0, 85]",1,1,"[59.532103926373125, 1.0, 0.0, 2.4598639128963855, 118.0, 0.0, 0.0, 0.0, 0.0, 85.0]",0,True,False,64,208.317,0.7725,rf,0.04465245794853426,0.12232622897426713,0.8
compas,0,42,3,343,0,"[47, 1, 0, 23, 1, 0, 1, 0, 1, 403]",1,1,"[59.764552019435705, 1.0, 0.0, 4.677511327776848, 1.0, 0.0, 1.0, 0.0, 1.0, 403.0]",0,True,False,64,204.68,0.7725,rf,0.03388901552519352,0.11694450776259677,0.8
compas,0,42,3,343,1,"[47, 1, 0, 23, 1, 0, 1, 0, 1, 403]",1,1,"[58.28292247146723, 1.0, 0.0, 2.6333668173603693, 1.0, 0.0, 1.0, 0.0, 1.0, 403.0]",0,True,False,64,204.663,0.7725,rf,0.03412629473320943,0.11706314736660473,0.8
compas,0,42,3,343,2,"[47, 1, 0, 23, 1, 0, 1, 0, 1, 403]",1,1,"[58.019945199018174, 1.0, 0.0, 1.0667436468798668, 1.0, 0.0, 1.0, 0.0, 1.0, 403.0]",0,True,False,64,204.737,0.7725,rf,0.035372213912898395,0.11768610695644921,0.8
compas,0,42,3,343,3,"[47, 1, 0, 23, 1, 0, 1, 0, 1, 403]",1,1,"[53.99443306866853, 1.0, 0.0, 1.0387944608580417, 1.0, 0.0, 1.0, 0.0, 1.0, 403.0]",0,True,False,64,206.833,0.7725,rf,0.030491001964347477,0.11524550098217375,0.8
compas,0,42,3,343,4,"[47, 1, 0, 23, 1, 0, 1, 0, 1, 403]",1,1,"[58.77663003871676, 1.0, 0.0, 1.2557866186309603, 1.0, 0.0, 1.0, 0.0, 1.0, 403.0]",0,True,False,64,204.436,0.7725,rf,0.036105957331023626,0.11805297866551182,0.8
compas,0,42,3,348,0,"[24, 1, 3, 11, 15, 0, 1, 1, 1, 0]",1,1,"[24.0, 1.0, 3.0, 5.381761142608998, 15.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,203.445,0.7725,rf,0.005618238857391002,0.052809119428695504,0.9
compas,0,42,3,348,1,"[24, 1, 3, 11, 15, 0, 1, 1, 1, 0]",1,1,"[24.0, 1.0, 3.0, 6.488995749493945, 15.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,204.327,0.7725,rf,0.004511004250506055,0.05225550212525303,0.9
compas,0,42,3,348,2,"[24, 1, 3, 11, 15, 0, 1, 1, 1, 0]",1,1,"[24.0, 1.0, 3.0, 5.349712344431571, 15.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,205.014,0.7725,rf,0.00565028765556843,0.05282514382778422,0.9
compas,0,42,3,348,3,"[24, 1, 3, 11, 15, 0, 1, 1, 1, 0]",1,1,"[24.0, 1.0, 3.0, 4.37283251405409, 15.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,205.372,0.7725,rf,0.006627167485945911,0.05331358374297296,0.9
compas,0,42,3,348,4,"[24, 1, 3, 11, 15, 0, 1, 1, 1, 0]",1,1,"[24.0, 1.0, 3.0, 6.364598967778242, 15.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0,True,False,64,202.111,0.7725,rf,0.004635401032221757,0.052317700516110885,0.9
compas,0,42,3,349,0,"[26, 1, 0, 8, 85, 1, 1, 1, 1, 84]",1,1,"[53.63463061277135, 1.0, 0.0, 0.0, 85.0, 1.0, 1.0, 1.0, 1.0, 84.0]",0,True,False,64,193.277,0.7725,rf,0.04170076903996507,0.12085038451998253,0.8
compas,0,42,3,349,1,"[26, 1, 0, 8, 85, 1, 1, 1, 1, 84]",1,1,"[62.92229459813966, 1.0, 0.0, 0.0, 85.0, 1.0, 1.0, 1.0, 1.0, 84.0]",0,True,False,64,192.681,0.7725,rf,0.05302718853431665,0.12651359426715833,0.8
compas,0,42,3,349,2,"[26, 1, 0, 8, 85, 1, 1, 1, 1, 84]",1,1,"[49.424275877580286, 1.0, 0.0, 0.0, 85.0, 1.0, 1.0, 1.0, 1.0, 84.0]",0,True,False,64,192.666,0.7725,rf,0.03656619009461011,0.11828309504730505,0.8
compas,0,42,3,349,3,"[26, 1, 0, 8, 85, 1, 1, 1, 1, 84]",1,1,"[53.6770980894194, 1.0, 0.0, 1.3963063380577374, 85.0, 1.0, 1.0, 1.0, 1.0, 84.0]",0,True,False,64,194.926,0.7725,rf,0.04035625230757568,0.12017812615378784,0.8
compas,0,42,3,349,4,"[26, 1, 0, 8, 85, 1, 1, 1, 1, 84]",1,1,"[53.7675065825599, 1.0, 0.0, 3.1688198015550673, 85.0, 1.0, 1.0, 1.0, 1.0, 84.0]",0,True,False,64,193.144,0.7725,rf,0.03869399310400579,0.1193469965520029,0.8
compas,0,42,3,357,0,"[33, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.105194478024785, 1.0, 0.0, 4.754699213426927, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,216.373,0.7725,rf,0.03830041600367647,0.11915020800183825,0.8
compas,0,42,3,357,1,"[33, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[61.421637820408066, 1.0, 0.0, 5.4554187741997495, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,216.121,0.7725,rf,0.03920511515312716,0.11960255757656359,0.8
compas,0,42,3,357,2,"[33, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.78675092445707, 1.0, 0.0, 5.1936792500319235, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,217.914,0.7725,rf,0.038692602365159624,0.11934630118257981,0.8
compas,0,42,3,357,3,"[33, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.33438477715414, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0,True,False,64,204.427,0.7725,rf,0.1333346155818953,0.16666730779094766,0.8
compas,0,42,3,357,4,"[33, 1, 0, 10, 0, 0, 1, 0, 1, 2]",1,1,"[60.30392770790353, 1.0, 0.0, 10.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0,True,False,64,192.945,0.7725,rf,0.1332974728145165,0.16664873640725825,0.8
compas,0,42,3,360,0,"[31, 1, 0, 2, 43, 0, 1, 0, 1, 43]",1,0,"[53.7556116420159, 1.0, 0.0, 1.5108356853525184, 43.0, 0.0, 1.0, 0.0, 1.0, 43.0]",0,True,False,64,209.653,0.7725,rf,0.028239910219544924,0.11411995510977246,0.8
compas,0,42,3,360,1,"[31, 1, 0, 2, 43, 0, 1, 0, 1, 43]",1,0,"[53.94557934919892, 1.0, 0.0, 1.6360541651101816, 43.0, 0.0, 1.0, 0.0, 1.0, 43.0]",0,True,False,64,209.655,0.7725,rf,0.028346359675376312,0.11417317983768815,0.8
compas,0,42,3,360,2,"[31, 1, 0, 2, 43, 0, 1, 0, 1, 43]",1,0,"[61.925144712041, 1.0, 0.0, 2.6460204951874537, 43.0, 0.0, 1.0, 0.0, 1.0, 43.0]",0,True,False,64,210.629,0.7725,rf,0.038359611607432585,0.1191798058037163,0.8
compas,0,42,3,360,3,"[31, 1, 0, 2, 43, 0, 1, 0, 1, 43]",1,0,"[55.717966759041445, 1.0, 0.0, 0.9825636229180895, 43.0, 0.0, 1.0, 0.0, 1.0, 43.0]",0,True,False,64,210.198,0.7725,rf,0.031161298278351963,0.11558064913917598,0.8
compas,0,42,3,360,4,"[31, 1, 0, 2, 43, 0, 1, 0, 1, 43]",1,0,"[54.077085178943626, 1.0, 0.0, 2.067406560118676, 43.0, 0.0, 1.0, 0.0, 1.0, 43.0]",0,True,False,64,196.746,0.7725,rf,0.028210193363708464,0.11410509668185424,0.8
compas,0,42,3,365,0,"[29, 1, 0, 10, 1, 1, 1, 0, 1, 108]",1,1,"[41.297663128355204, 1.0, 0.0, 5.873285763369002, 1.0, 1.0, 1.0, 0.0, 0.0, 108.0]",0,True,False,64,199.57,0.7725,rf,0.11912386439316175,0.2095619321965809,0.7
compas,0,42,3,365,1,"[29, 1, 0, 10, 1, 1, 1, 0, 1, 108]",1,1,"[43.48022464058721, 1.0, 0.0, 5.056526916132759, 1.0, 1.0, 1.0, 0.0, 0.0, 108.0]",0,True,False,64,199.683,0.7725,rf,0.12260228362116872,0.21130114181058438,0.7
compas,0,42,3,365,2,"[29, 1, 0, 10, 1, 1, 1, 0, 1, 108]",1,1,"[42.495588329043294, 1.0, 0.0, 5.841934429127749, 1.0, 1.0, 1.0, 0.0, 0.0, 108.0]",0,True,False,64,200.52,0.7725,rf,0.12061610011848603,0.21030805005924302,0.7
compas,0,42,3,365,3,"[29, 1, 0, 10, 1, 1, 1, 0, 1, 108]",1,1,"[40.11943035673937, 1.0, 0.0, 5.657274360878484, 1.0, 1.0, 1.0, 0.0, 0.0, 108.0]",0,True,False,64,199.975,0.7725,rf,0.11790300656197442,0.20895150328098722,0.7
compas,0,42,3,365,4,"[29, 1, 0, 10, 1, 1, 1, 0, 1, 108]",1,1,"[49.77891185575477, 1.0, 0.0, 4.886574620712583, 1.0, 1.0, 1.0, 0.0, 0.0, 108.0]",0,True,False,64,190.044,0.7725,rf,0.13045356178874445,0.21522678089437225,0.7
compas,0,42,3,374,0,"[30, 1, 0, 14, 1, 0, 1, 0, 1, 2]",1,1,"[56.70130385294692, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,216.525,0.7725,rf,0.04656256567432552,0.12328128283716276,0.8
compas,0,42,3,374,1,"[30, 1, 0, 14, 1, 0, 1, 0, 1, 2]",1,1,"[61.21329994139766, 1.0, 0.0, 4.992333144166436, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,181.575,0.7725,rf,0.04707266678436729,0.12353633339218364,0.8
compas,0,42,3,374,2,"[30, 1, 0, 14, 1, 0, 1, 0, 1, 2]",1,1,"[60.551812332116114, 1.0, 0.0, 4.824529515663883, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,177.545,0.7725,rf,0.04643377820642894,0.12321688910321447,0.8
compas,0,42,3,374,3,"[30, 1, 0, 14, 1, 0, 1, 0, 1, 2]",1,1,"[59.263232424951106, 1.0, 0.0, 3.430813282422876, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,178.585,0.7725,rf,0.046256055528493115,0.12312802776424656,0.8
compas,0,42,3,374,4,"[30, 1, 0, 14, 1, 0, 1, 0, 1, 2]",1,1,"[57.357937851376334, 1.0, 0.0, 1.2218610072328162, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0]",0,True,False,64,172.612,0.7725,rf,0.04614147783590906,0.12307073891795453,0.8
compas,0,42,3,376,0,"[37, 1, 0, 12, 74, 0, 0, 0, 0, 25]",1,0,"[53.67530685683826, 1.0, 0.0, 2.0523989275003514, 74.0, 0.0, 0.0, 0.0, 0.0, 25.0]",0,True,False,64,208.883,0.7725,rf,0.030283341141814604,0.11514167057090731,0.8
compas,0,42,3,376,1,"[37, 1, 0, 12, 74, 0, 0, 0, 0, 25]",1,0,"[54.08621116719988, 1.0, 0.0, 2.0013986449511774, 74.0, 0.0, 0.0, 0.0, 0.0, 25.0]",0,True,False,64,173.847,0.7725,rf,0.03083544424187794,0.11541772212093898,0.8
compas,0,42,3,376,2,"[37, 1, 0, 12, 74, 0, 0, 0, 0, 25]",1,0,"[53.659119387020496, 1.0, 0.0, 2.4674014911634234, 74.0, 0.0, 0.0, 0.0, 0.0, 25.0]",0,True,False,64,171.918,0.7725,rf,0.0298485977613006,0.11492429888065031,0.8
compas,0,42,3,376,3,"[37, 1, 0, 12, 74, 0, 0, 0, 0, 25]",1,0,"[54.477010292827025, 1.0, 0.0, 2.0077345188785123, 74.0, 0.0, 0.0, 0.0, 0.0, 25.0]",0,True,False,64,172.056,0.7725,rf,0.03130569266749591,0.11565284633374796,0.8
compas,0,42,3,376,4,"[37, 1, 0, 12, 74, 0, 0, 0, 0, 25]",1,0,"[53.69234836332138, 1.0, 0.0, 2.371126897723652, 74.0, 0.0, 0.0, 0.0, 0.0, 25.0]",0,True,False,64,168.548,0.7725,rf,0.029985395496570713,0.11499269774828536,0.8
compas,0,42,3,377,0,"[32, 1, 0, 8, 1, 0, 0, 0, 0, 4]",1,0,"[51.704973861768806, 1.0, 0.0, 2.7880944598367456, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0,True,False,64,220.716,0.7725,rf,0.029242361469149603,0.1146211807345748,0.8
compas,0,42,3,377,1,"[32, 1, 0, 8, 1, 0, 0, 0, 0, 4]",1,0,"[53.70251309226646, 1.0, 0.0, 3.4836632545716197, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0,True,False,64,184.485,0.7725,rf,0.030982816126241132,0.11549140806312057,0.8
compas,0,42,3,377,2,"[32, 1, 0, 8, 1, 0, 0, 0, 0, 4]",1,0,"[53.65282604155183, 1.0, 0.0, 3.4678506714825503, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0,True,False,64,184.23,0.7725,rf,0.030938034745044075,0.11546901737252205,0.8
compas,0,42,3,377,3,"[32, 1, 0, 8, 1, 0, 0, 0, 0, 4]",1,0,"[54.12761973567442, 1.0, 0.0, 3.3588803551336794, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0,True,False,64,185.044,0.7725,rf,0.031626021761542444,0.11581301088077123,0.8
compas,0,42,3,377,4,"[32, 1, 0, 8, 1, 0, 0, 0, 0, 4]",1,0,"[53.690952792507645, 1.0, 0.0, 3.356071194881789, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]",0,True,False,64,170.055,0.7725,rf,0.031096310259395833,0.11554815512969792,0.8
compas,0,42,3,381,0,"[26, 1, 0, 13, 1, 1, 1, 0, 1, 1]",1,1,"[49.80634624628376, 1.0, 0.0, 5.719393328913775, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,196.094,0.7725,rf,0.13631273623972495,0.2181563681198625,0.7
compas,0,42,3,381,1,"[26, 1, 0, 13, 1, 1, 1, 0, 1, 1]",1,1,"[47.77840442609836, 1.0, 0.0, 5.940103357842083, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,163.881,0.7725,rf,0.13361892643008275,0.2168094632150414,0.7
compas,0,42,3,381,2,"[26, 1, 0, 13, 1, 1, 1, 0, 1, 1]",1,1,"[42.505919606376786, 1.0, 0.0, 6.229729884786325, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,165.075,0.7725,rf,0.12689944036689269,0.21344972018344638,0.7
compas,0,42,3,381,3,"[26, 1, 0, 13, 1, 1, 1, 0, 1, 1]",1,1,"[39.0109568638093, 1.0, 0.0, 1.1487942159349034, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,165.102,0.7725,rf,0.1277182263496862,0.21385911317484313,0.7
compas,0,42,3,381,4,"[26, 1, 0, 13, 1, 1, 1, 0, 1, 1]",1,1,"[44.95062939920331, 1.0, 0.0, 0.6288819656351002, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0,True,False,64,161.325,0.7725,rf,0.13548164169192992,0.21774082084596497,0.7
compas,0,42,3,399,0,"[34, 1, 0, 4, 378, 0, 1, 1, 1, 530]",1,0,"[60.075844568712434, 1.0, 0.0, 4.0, 20.444323311478094, 0.0, 1.0, 1.0, 1.0, 530.0]",0,True,False,64,191.254,0.7725,rf,0.06159611684035946,0.13079805842017975,0.8
compas,0,42,3,399,1,"[34, 1, 0, 4, 378, 0, 1, 1, 1, 530]",1,0,"[56.54367597713761, 1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 1.0, 1.0, 530.0]",0,True,False,64,159.074,0.7725,rf,0.05899228777699709,0.12949614388849856,0.8
compas,0,42,3,399,2,"[34, 1, 0, 4, 378, 0, 1, 1, 1, 530]",1,0,"[34.0, 1.0, 0.0, 0.0, 302.49719028997504, 0.0, 1.0, 1.0, 0.0, 530.0]",0,True,False,64,150.92,0.7725,rf,0.11029190080916876,0.2051459504045844,0.7
compas,0,42,3,399,3,"[34, 1, 0, 4, 378, 0, 1, 1, 1, 530]",1,0,"[61.817157987347485, 1.0, 0.0, 4.0, 38.0798210530645, 0.0, 1.0, 1.0, 1.0, 530.0]",0,True,False,64,159.12,0.7725,rf,0.06225004497811554,0.13112502248905777,0.8
compas,0,42,3,399,4,"[34, 1, 0, 4, 378, 0, 1, 1, 1, 530]",1,0,"[48.880198049900976, 1.0, 0.0, 3.0194526475562644, 88.833782925155, 0.0, 1.0, 1.0, 1.0, 530.0]",0,True,False,64,155.776,0.7725,rf,0.04322431509636494,0.1716121575481825,0.7
